"","date","word","count","percent","filter"
"1935","2020-05-15","estan",19,3.76984126984127,"verba"
"1936","2020-05-16","mas",45,10.4651162790698,"verba"
"1937","2020-05-16","fase",32,7.44186046511628,"verba"
"1938","2020-05-16","si",30,6.97674418604651,"verba"
"1939","2020-05-16","hoy",25,5.81395348837209,"verba"
"1940","2020-05-16","madrid",25,5.81395348837209,"verba"
"1941","2020-05-16","gobierno",20,4.65116279069767,"verba"
"1942","2020-05-16","dias",19,4.41860465116279,"verba"
"1943","2020-05-16","mas",18,7.25806451612903,"verba"
"1944","2020-05-16","semana",18,4.18604651162791,"verba"
"1945","2020-05-16","anos",16,3.72093023255814,"verba"
"1946","2020-05-16","tambien",16,3.72093023255814,"verba"
"1947","2020-05-16","gobierno",15,6.04838709677419,"verba"
"1948","2020-05-16","anguita",15,3.48837209302326,"verba"
"1949","2020-05-16","solo",14,3.25581395348837,"verba"
"1950","2020-05-16","paises",14,3.25581395348837,"verba"
"1951","2020-05-17","tambien",47,10.981308411215,"verba"
"1952","2020-05-17","mas",47,12.401055408971,"verba"
"1953","2020-05-17","tambien",39,10.2902374670185,"verba"
"1954","2020-05-17","mas",38,8.8785046728972,"verba"
"1955","2020-05-17","fase",37,8.64485981308411,"verba"
"1956","2020-05-17","fase",37,9.76253298153034,"verba"
"1957","2020-05-17","manana",24,6.33245382585752,"verba"
"1958","2020-05-17","si",23,5.37383177570093,"verba"
"1959","2020-05-17","personas",22,5.80474934036939,"verba"
"1960","2020-05-17","personas",21,4.90654205607477,"verba"
"1961","2020-05-17","si",21,5.54089709762533,"verba"
"1962","2020-05-17","hoy",20,4.67289719626168,"verba"
"1963","2020-05-17","podran",20,5.27704485488127,"verba"
"1964","2020-05-17","ahora",19,4.4392523364486,"verba"
"1965","2020-05-17","dia",19,4.4392523364486,"verba"
"1966","2020-05-18","mas",68,17.4807197943445,"verba"
"1967","2020-05-18","mas",59,11.6370808678501,"verba"
"1968","2020-05-18","hoy",43,8.48126232741617,"verba"
"1969","2020-05-18","si",40,7.88954635108481,"verba"
"1970","2020-05-18","hoy",40,10.2827763496144,"verba"
"1971","2020-05-18","fase",34,8.74035989717224,"verba"
"1972","2020-05-18","fase",32,6.31163708086785,"verba"
"1973","2020-05-18","tambien",32,8.22622107969152,"verba"
"1974","2020-05-18","si",27,6.94087403598972,"verba"
"1975","2020-05-18","tambien",26,5.12820512820513,"verba"
"1976","2020-05-18","dos",23,5.91259640102828,"verba"
"1977","2020-05-18","gobierno",19,4.88431876606684,"verba"
"1978","2020-05-18","estan",18,3.55029585798817,"verba"
"1979","2020-05-18","dos",17,3.35305719921105,"verba"
"1980","2020-05-18","seguridad",17,3.35305719921105,"verba"
"1981","2020-05-19","mas",69,13.2437619961612,"verba"
"1982","2020-05-19","mas",61,13.9908256880734,"verba"
"1983","2020-05-19","si",38,7.2936660268714,"verba"
"1984","2020-05-19","gobierno",34,7.79816513761468,"verba"
"1985","2020-05-19","tambien",30,5.75815738963532,"verba"
"1986","2020-05-19","gobierno",25,4.79846449136276,"verba"
"1987","2020-05-19","ahora",25,4.79846449136276,"verba"
"1988","2020-05-19","hoy",23,4.41458733205374,"verba"
"1989","2020-05-19","si",22,5.04587155963303,"verba"
"1990","2020-05-19","pandemia",22,5.04587155963303,"verba"
"1991","2020-05-19","dos",21,4.81651376146789,"verba"
"1992","2020-05-19","manana",19,3.6468330134357,"verba"
"1993","2020-05-19","tambien",18,4.12844036697248,"verba"
"1994","2020-05-19","fase",17,3.26295585412668,"verba"
"1995","2020-05-19","va",17,3.26295585412668,"verba"
"1996","2020-05-20","mas",57,10.1967799642218,"verba"
"1997","2020-05-20","mas",46,10.9785202863962,"verba"
"1998","2020-05-20","si",35,8.35322195704057,"verba"
"1999","2020-05-20","si",33,5.90339892665474,"verba"
"2000","2020-05-20","hoy",31,5.54561717352415,"verba"
"2001","2020-05-20","gobierno",25,4.47227191413238,"verba"
"2002","2020-05-20","dos",24,5.72792362768496,"verba"
"2003","2020-05-20","tambien",24,5.72792362768496,"verba"
"2004","2020-05-20","tambien",22,3.93559928443649,"verba"
"2005","2020-05-20","dos",21,3.7567084078712,"verba"
"2006","2020-05-20","dias",21,5.01193317422434,"verba"
"2007","2020-05-20","ahora",19,3.39892665474061,"verba"
"2008","2020-05-20","hoy",19,4.5346062052506,"verba"
"2009","2020-05-20","dias",18,3.22003577817531,"verba"
"2010","2020-05-20","puede",18,3.22003577817531,"verba"
"2011","2020-05-21","mas",51,9.2896174863388,"verba"
"2012","2020-05-21","mas",46,10.6235565819861,"verba"
"2013","2020-05-21","gobierno",37,6.73952641165756,"verba"
"2014","2020-05-21","si",37,8.54503464203233,"verba"
"2015","2020-05-21","si",33,6.01092896174863,"verba"
"2016","2020-05-21","gobierno",27,6.23556581986143,"verba"
"2017","2020-05-21","hoy",22,4.00728597449909,"verba"
"2018","2020-05-21","dos",22,5.08083140877598,"verba"
"2019","2020-05-21","dice",22,5.08083140877598,"verba"
"2020","2020-05-21","ahora",21,4.84988452655889,"verba"
"2021","2020-05-21","acuerdo",20,4.6189376443418,"verba"
"2022","2020-05-21","hoy",20,4.6189376443418,"verba"
"2023","2020-05-21","solo",19,3.4608378870674,"verba"
"2024","2020-05-21","tambien",19,3.4608378870674,"verba"
"2025","2020-05-21","dos",19,3.4608378870674,"verba"
"2026","2020-05-22","mas",50,14.0845070422535,"verba"
"2027","2020-05-22","fase",48,9.23076923076923,"verba"
"2028","2020-05-22","mas",45,8.65384615384615,"verba"
"2029","2020-05-22","fase",42,11.830985915493,"verba"
"2030","2020-05-22","si",34,6.53846153846154,"verba"
"2031","2020-05-22","si",30,8.45070422535211,"verba"
"2032","2020-05-22","tambien",29,5.57692307692308,"verba"
"2033","2020-05-22","gobierno",29,8.16901408450704,"verba"
"2034","2020-05-22","dos",24,4.61538461538462,"verba"
"2035","2020-05-22","hoy",24,4.61538461538462,"verba"
"2036","2020-05-22","tambien",24,6.76056338028169,"verba"
"2037","2020-05-22","personas",22,6.19718309859155,"verba"
"2038","2020-05-22","ahora",20,3.84615384615385,"verba"
"2039","2020-05-22","solo",19,3.65384615384615,"verba"
"2040","2020-05-22","lunes",19,5.35211267605634,"verba"
"2041","2020-05-23","mas",40,11.2044817927171,"verba"
"2042","2020-05-23","mas",28,10.3703703703704,"verba"
"2043","2020-05-23","tambien",27,7.56302521008403,"verba"
"2044","2020-05-23","gobierno",26,9.62962962962963,"verba"
"2045","2020-05-23","tambien",19,7.03703703703704,"verba"
"2046","2020-05-23","gobierno",17,4.76190476190476,"verba"
"2047","2020-05-23","hoy",15,4.20168067226891,"verba"
"2048","2020-05-23","si",15,4.20168067226891,"verba"
"2049","2020-05-23","aunque",15,4.20168067226891,"verba"
"2050","2020-05-23","espana",15,5.55555555555556,"verba"
"2051","2020-05-23","partir",14,3.92156862745098,"verba"
"2052","2020-05-23","fase",14,3.92156862745098,"verba"
"2053","2020-05-23","hoy",14,5.18518518518519,"verba"
"2054","2020-05-23","pais",13,3.64145658263305,"verba"
"2055","2020-05-23","espana",13,3.64145658263305,"verba"
"2056","2020-05-24","mas",45,9.63597430406852,"verba"
"2057","2020-05-24","mas",40,11.1731843575419,"verba"
"2058","2020-05-24","fase",33,7.06638115631692,"verba"
"2059","2020-05-24","tambien",31,6.63811563169165,"verba"
"2060","2020-05-24","fase",31,8.65921787709497,"verba"
"2061","2020-05-24","tambien",31,8.65921787709497,"verba"
"2062","2020-05-24","dos",28,7.82122905027933,"verba"
"2063","2020-05-24","ahora",24,5.13918629550321,"verba"
"2064","2020-05-24","anos",24,6.70391061452514,"verba"
"2065","2020-05-24","si",22,4.71092077087794,"verba"
"2066","2020-05-24","dos",21,4.49678800856531,"verba"
"2067","2020-05-24","manana",20,4.28265524625268,"verba"
"2068","2020-05-24","cada",19,4.06852248394004,"verba"
"2069","2020-05-24","manana",18,5.02793296089385,"verba"
"2070","2020-05-24","pais",16,3.42612419700214,"verba"
