"","date","id","title","polarity","type"
"350","2020-04-05","x1246927277734211586","abc_es",-0.25,"twitter"
"351","2020-04-05","x1246778027960344579","pnique",0.25,"twitter"
"352","2020-04-05","x1246930949973164038","EFEnoticias",0,"twitter"
"353","2020-04-05","x1246950291246927874","AntonioMaestre",-1,"twitter"
"354","2020-04-05","x1246622823231246336","carloscuestaEM",-0.6,"twitter"
"355","2020-04-05","x1246866935284936704","guardiacivil",0.05,"twitter"
"356","2020-04-05","x1246867266618212353","HLGatell",-0.5,"twitter"
"357","2020-04-05","x1246834386588372992","rosadiezglez",0,"twitter"
"358","2020-04-05","x1246864163537813504","MazzoleniJulio",0.6,"twitter"
"359","2020-04-05","x1246950713911054337","eldiarioes",0,"twitter"
"360","2020-05-05","x1257822001915363334","Yolanda_Diaz_",0,"twitter"
"361","2020-05-05","x1257817842935836674","WillyTolerdoo",0,"twitter"
"362","2020-05-05","x1257781734642352128","Claudiashein",0,"twitter"
"363","2020-05-05","x1257783663577759745","JesusCintora",0,"twitter"
"364","2020-05-05","x1257821820608229376","LaLiga",0,"twitter"
"365","2020-05-05","x1257654353118314497","lopezobrador_",0,"twitter"
"366","2020-05-05","x1257822345126912000","DeniseDresserG",-0.75,"twitter"
"367","2020-05-05","x1257819630451687425","okdiario",-1,"twitter"
"368","2020-05-05","x1257808905184382976","ldpsincomplejos",-0.75,"twitter"
"369","2020-05-05","x1257471193214521350","ncerdad",0.35,"twitter"
"370","2020-05-05","x1257693255489249282","anapicallo",0,"twitter"
"371","2020-05-05","x1257812232466915329","eldiarioes",-0.5,"twitter"
"372","2020-05-05","x1257784036375879680","ClaraGrima",-0.5,"twitter"
"373","2020-05-05","x1257822313518678016","Guerraeterna",0,"twitter"
"374","2020-05-05","x1257822023977484289","Edomex",0.8,"twitter"
"375","2020-05-05","x1257712669357981700","Ponte_Pila",0,"twitter"
"376","2020-05-05","x1257545720560791555","Txomin52",-0.25,"twitter"
"377","2020-05-05","x1257808320133500928","MazzoleniJulio",0,"twitter"
"378","2020-05-05","x1257806920729141248","el_pais",-0.25,"twitter"
"379","2020-05-05","x1257773828706570241","iescolar",-0.1,"twitter"
"380","2020-05-05","x1257688273461415936","Alvisepf",-0.75,"twitter"
"381","2020-05-05","x1257813763509694475","pnique",-0.25,"twitter"
"382","2020-05-05","x1257821704778375168","el_pais_madrid",-0.25,"twitter"
"383","2020-05-05","x1257745713393471492","PilarGGranja",-0.8,"twitter"
"384","2020-05-05","x1257561309610196992","alfredodelmazo",0,"twitter"
"385","2020-04-06","x1247296576344723462","PaulGranda",-0.25,"twitter"
"386","2020-04-06","x1247080366965391363","elmundoes",0,"twitter"
"387","2020-04-06","x1247313118482620424","alfreyes14",-0.6,"twitter"
"388","2020-04-06","x1247313031907901440","JovenEuropeo",0,"twitter"
"389","2020-04-06","x1247298913545191424","Toni_Valero",-0.25,"twitter"
"390","2020-04-06","x1247168413614723073","pablocasado_",0,"twitter"
"391","2020-04-06","x1247091422660104192","guardiacivil",0.05,"twitter"
"392","2020-04-06","x1247313105216049154","MjRuiz98",-0.75,"twitter"
"393","2020-04-06","x1247313010315722752","mfpayen",-1,"twitter"
"394","2020-04-06","x1247243979097280514","EFEnoticias",0,"twitter"
"395","2020-04-06","x1247177834105274373","sanidadgob",0,"twitter"
"396","2020-04-06","x1247312400166064130","MPerfumado",0,"twitter"
"397","2020-04-06","x1247312296403222529","Tonicanto1",0,"twitter"
"398","2020-04-06","x1247253763590627329","rosadiezglez",0,"twitter"
"399","2020-04-06","x1247311947948855302","matthewbennett",0,"twitter"
"400","2020-04-06","x1247175699154247690","nayibbukele",-0.25,"twitter"
"401","2020-04-06","x1247311848363290625","trinomonero",0,"twitter"
"402","2020-04-06","x1247053582928678912","ibonpereztv",0,"twitter"
"403","2020-04-06","x1247256982509273090","FonsiLoaiza",-0.25,"twitter"
"404","2020-04-06","x1247312318024888321","el_pais",0,"twitter"
"405","2020-04-06","x1247209165317124103","HLGatell",-0.5,"twitter"
"406","2020-04-06","x1247313130381873154","xpgigirey",0,"twitter"
"407","2020-04-06","x1247312979152048134","Pau_Muntaner",-0.8,"twitter"
"408","2020-04-06","x1247112176848035841","Xuxipc",0,"twitter"
"409","2020-04-06","x1247054361840230400","eldiarioes",0,"twitter"
"410","2020-05-06","x1258139862508744705","SnteNacional",-0.1,"twitter"
"411","2020-05-06","x1258184765976518657","GobCDMX",0,"twitter"
"412","2020-05-06","x1258183340710154246","alexfedezcam",0,"twitter"
"413","2020-05-06","x1258183938977288192","ldpsincomplejos",0,"twitter"
"414","2020-05-06","x1258166484267864064","Alvisepf",-0.75,"twitter"
"415","2020-05-06","x1258063501152698369","cfdezrocysua",0,"twitter"
"416","2020-05-06","x1258164802679078912","EFEnoticias",0,"twitter"
"417","2020-05-06","x1257931949383057408","BeatrizGMuller",-0.2,"twitter"
"418","2020-05-06","x1258182689791803397","La_SER",0,"twitter"
"419","2020-05-06","x1258067492989292544","A3Noticias",0.9,"twitter"
"420","2020-05-06","x1257924693606178818","sanchezcastejon",0,"twitter"
"421","2020-05-06","x1258184418188918785","DeniseDresserG",-0.75,"twitter"
"422","2020-05-06","x1257956607071260673","carloscuestaEM",-0.75,"twitter"
"423","2020-05-06","x1258184370034290694","sanidadgob",0,"twitter"
"424","2020-05-06","x1258144925478158342","PacoDeMiguelF",0,"twitter"
"425","2020-05-06","x1258181631157903361","pnique",-0.25,"twitter"
"426","2020-05-06","x1258123705689026560","eldiarioes",-0.5,"twitter"
"427","2020-05-06","x1258181068689113088","okdiario",-1,"twitter"
"428","2020-05-06","x1258167608559521792","BorjaBarba",0,"twitter"
"429","2020-05-06","x1258158793885650951","iescolar",-0.1,"twitter"
"430","2020-05-06","x1258173166498832384","MazzoleniJulio",0,"twitter"
"431","2020-05-06","x1258170353345576966","Edomex",0.8,"twitter"
"432","2020-05-06","x1258178111969144832","Eodun",-0.25,"twitter"
"433","2020-05-06","x1257830110624747520","alfredodelmazo",0,"twitter"
"434","2020-05-06","x1258056383431348226","el_pais",-0.25,"twitter"
"435","2020-04-07","x1247675137324986369","MPerfumado",0,"twitter"
"436","2020-04-07","x1247615887731023882","ibonpereztv",0,"twitter"
"437","2020-04-07","x1247445355928698881","ActualidadRT",-0.6,"twitter"
"438","2020-04-07","x1247497141225951232","navedelmisterio",0,"twitter"
"439","2020-04-07","x1247663626732949506","pcmperu",0,"twitter"
"440","2020-04-07","x1247639368656982017","lopezobrador_",0,"twitter"
"441","2020-04-07","x1247675335715553280","fabriziomejia",-0.25,"twitter"
"442","2020-04-07","x1247450164928880640","trinomonero",0,"twitter"
"443","2020-04-07","x1247562341203554305","Pau_Muntaner",-0.8,"twitter"
"444","2020-04-07","x1247629781287436289","desdelamoncloa",-0.75,"twitter"
"445","2020-04-07","x1247517668476772355","HLGatell",-0.5,"twitter"
"446","2020-04-07","x1247321000330608640","AdaldeLaNuez",0,"twitter"
"447","2020-04-07","x1247637981227343872","guardiacivil",0.05,"twitter"
"448","2020-04-07","x1247628359204507648","sanidadgob",0,"twitter"
"449","2020-04-07","x1247675501382119426","cashmoron",0,"twitter"
"450","2020-04-07","x1247671021517373442","PODEMOS",0,"twitter"
"451","2020-04-07","x1247444705341845505","janogarcia_",0,"twitter"
"452","2020-04-07","x1247675518742339586","ivanedlm",0,"twitter"
"453","2020-04-07","x1247320392504684545","SaludPublicaEs",0,"twitter"
"454","2020-04-07","x1247675510689275907","FonsiLoaiza",-0.25,"twitter"
"455","2020-04-07","x1247353404827017218","Tonicanto1",0,"twitter"
"456","2020-04-07","x1247654117281009704","eldiarioes",0,"twitter"
"457","2020-04-07","x1247675499234701312","iescolar",0,"twitter"
"458","2020-04-07","x1247366380699222017","el_pais",-0.2,"twitter"
"459","2020-04-07","x1247593335595970562","oriolmitja",0.8,"twitter"
"460","2020-05-07","x1258540544378040321","nayibbukele",0,"twitter"
"461","2020-05-07","x1258239399801901056","CMonteroOficial",-0.25,"twitter"
"462","2020-05-07","x1258396289831784453","fransantiph",0,"twitter"
"463","2020-05-07","x1258537031199670272","SSalud_mx",0,"twitter"
"464","2020-05-07","x1258547155775614976","ferbelaunzaran",-1.05,"twitter"
"465","2020-05-07","x1258214749965299712","GobCDMX",0,"twitter"
"466","2020-05-07","x1258546997159591938","VOX_Congreso",0,"twitter"
"467","2020-05-07","x1258547049949102081","petrogustavo",-0.1,"twitter"
"468","2020-05-07","x1258400955810357248","sanidadgob",-0.25,"twitter"
"469","2020-05-07","x1258546404013694976","Riesgos_Ec",0.4,"twitter"
"470","2020-05-07","x1258422466944385024","FonsiLoaiza",0,"twitter"
"471","2020-05-07","x1258193578536456193","PacoDeMiguelF",0,"twitter"
"472","2020-05-07","x1258357856874770432","okdiario",-1,"twitter"
"473","2020-05-07","x1258332620649304064","BenetTatxo",-0.5,"twitter"
"474","2020-05-07","x1258523062669991938","eldiarioes",-0.5,"twitter"
"475","2020-05-07","x1258480665647071239","JulianRoman",-0.25,"twitter"
"476","2020-05-07","x1258530164285173760","Edomex",0.8,"twitter"
"477","2020-05-07","x1258547014964441088","CristinaSegui_",0,"twitter"
"478","2020-05-07","x1258461495526072320","MazzoleniJulio",0,"twitter"
"479","2020-05-07","x1258492372998119431","iescolar",-0.1,"twitter"
"480","2020-05-07","x1258405966040780801","Maribel_CG17",-0.4,"twitter"
"481","2020-05-07","x1258543084352057346","el_pais",-0.25,"twitter"
"482","2020-05-07","x1258546995972562945","ldpsincomplejos",-0.5,"twitter"
"483","2020-05-07","x1258543084414971905","CulturaEdomex",0,"twitter"
"484","2020-05-07","x1258547081142128640","alfredodelmazo",0,"twitter"
"485","2020-04-08","x1247913597973467142","EFEnoticias",0,"twitter"
"486","2020-04-08","x1248037847992500226","WolffWaldo",0,"twitter"
"487","2020-04-08","x1248037582031613953","ActualidadRT",0,"twitter"
"488","2020-04-08","x1247935240850616327","sanidadgob",0,"twitter"
"489","2020-04-08","x1248034303159697411","AlertaNews24",0,"twitter"
"490","2020-04-08","x1248037846914609154","MaritoAbdo",0,"twitter"
"491","2020-04-08","x1247803980270325761","carloscuestaEM",0,"twitter"
"492","2020-04-08","x1247987941202419715","desdelamoncloa",-0.25,"twitter"
"493","2020-04-08","x1247885054883164161","ObrasPublicasEc",0.4,"twitter"
"494","2020-04-08","x1247869641768214528","oriolmitja",0.8,"twitter"
"495","2020-04-08","x1247786458267521026","eldiarioes",0,"twitter"
"496","2020-04-08","x1248036121235329024","SSalud_mx",0,"twitter"
"497","2020-04-08","x1247982677950640128","ldpsincomplejos",0,"twitter"
"498","2020-04-08","x1247903281185083395","pablocasado_",0,"twitter"
"499","2020-04-08","x1247870391370072064","maestradepueblo",-0.25,"twitter"
"500","2020-04-08","x1247941215867342850","SaludPublicaEs",0,"twitter"
"501","2020-04-08","x1247790632673804300","ivanedlm",0,"twitter"
"502","2020-04-08","x1248037420320292866","JuanDiegoBotto",-0.75,"twitter"
"503","2020-04-08","x1247788428055347200","okdiario",0.8,"twitter"
"504","2020-04-08","x1248036228735348736","elmundoes",-0.8,"twitter"
"505","2020-04-08","x1247997833082363905","el_pais",0,"twitter"
"506","2020-04-08","x1247894408256577543","Medicilio",0,"twitter"
"507","2020-04-08","x1247769364289294336","realmadrid",0,"twitter"
"508","2020-04-08","x1247885820880490496","HLGatell",-0.5,"twitter"
"509","2020-04-08","x1247968244725616641","policia",-0.25,"twitter"
"510","2020-05-08","x1258891658558660611","A3Noticias",0.9,"twitter"
"511","2020-05-08","x1258851753744891922","SENANPanama",-0.25,"twitter"
"512","2020-05-08","x1258909512607637504","Holaqut80980114",0,"twitter"
"513","2020-05-08","x1258895834365808640","SSalud_mx",0,"twitter"
"514","2020-05-08","x1258789664632254465","ibonpereztv",0,"twitter"
"515","2020-05-08","x1258909529510739968","gersanc_",0.6,"twitter"
"516","2020-05-08","x1258907278465433600","marianofake",0,"twitter"
"517","2020-05-08","x1258900277748523008","sanidadgob",0,"twitter"
"518","2020-05-08","x1258889315695890432","EFEnoticias",0,"twitter"
"519","2020-05-08","x1258901585251512321","Riesgos_Ec",0.4,"twitter"
"520","2020-05-08","x1258778506500214786","lopezobrador_",0,"twitter"
"521","2020-05-08","x1258727345663488003","publico_es",0.4,"twitter"
"522","2020-05-08","x1258809901666783232","elmundoes",0,"twitter"
"523","2020-05-08","x1258807667826532352","iescolar",-0.1,"twitter"
"524","2020-05-08","x1258827787017826307","HLGatell",-0.5,"twitter"
"525","2020-05-08","x1258756320955637760","MazzoleniJulio",0,"twitter"
"526","2020-05-08","x1258908601986531334","JulianRoman",-0.25,"twitter"
"527","2020-05-08","x1258909484291948544","Feliu_LluisIV",0,"twitter"
"528","2020-05-08","x1258780240068743168","Edomex",0.8,"twitter"
"529","2020-05-08","x1258909534602616836","Aruizsfc",0,"twitter"
"530","2020-05-08","x1258906781994160128","ldpsincomplejos",-0.5,"twitter"
"531","2020-05-08","x1258909194226368512","pablocasado_",-0.25,"twitter"
"532","2020-05-08","x1258708081531400192","el_pais",-0.25,"twitter"
"533","2020-05-08","x1258803929422290944","alfredodelmazo",0,"twitter"
"534","2020-05-08","x1258804856871096320","eldiarioes",0,"twitter"
"535","2020-04-09","x1248362323141672960","carloscuestaEM",0,"twitter"
"536","2020-04-09","x1248400245903388674","OlimpiaMedia",-0.25,"twitter"
"537","2020-04-09","x1248351990863859715","GobiernoMX",0,"twitter"
"538","2020-04-09","x1248298489294938112","ActualidadRT",-0.25,"twitter"
"539","2020-04-09","x1248400120002957319","Davellanedar",0,"twitter"
"540","2020-04-09","x1248395054181265409","abc_es",0,"twitter"
"541","2020-04-09","x1248331553811369984","InclusionEc",-0.5,"twitter"
"542","2020-04-09","x1248400280372142083","Yolanda_Diaz_",-0.75,"twitter"
"543","2020-04-09","x1248357846078631939","elmundoes",-0.8,"twitter"
"544","2020-04-09","x1248370335898099719","realmadrid",0,"twitter"
"545","2020-04-09","x1248070870494576641","Tonicanto1",0,"twitter"
"546","2020-04-09","x1248234015615848455","hermanntertsch",-0.25,"twitter"
"547","2020-04-09","x1248399194034864134","rtve",0,"twitter"
"548","2020-04-09","x1248400051988119554","matthewbennett",0,"twitter"
"549","2020-04-09","x1248369276723048453","cultrun",0,"twitter"
"550","2020-04-09","x1248399994429702145","J_Zaragoza_",-1,"twitter"
"551","2020-04-09","x1248399224665829377","jmdelalamo",0,"twitter"
"552","2020-04-09","x1248213939709775873","AlexLopezMaya",-0.75,"twitter"
"553","2020-04-09","x1248153473331466241","policia",-1.3,"twitter"
"554","2020-04-09","x1248370253639421952","sanchezcastejon",-0.25,"twitter"
"555","2020-04-09","x1248237082994245632","eldiarioes",0,"twitter"
"556","2020-04-09","x1248399916952457221","Medicilio",0,"twitter"
"557","2020-04-09","x1248337484305649667","HLGatell",-0.5,"twitter"
"558","2020-04-09","x1248183017123786752","MonicaZas",-0.25,"twitter"
"559","2020-04-09","x1248392568963919881","el_pais",0,"twitter"
"560","2020-05-09","x1259271815270223873","DoloresVaquero",0,"twitter"
"561","2020-05-09","x1259077534425235458","okdiario",0,"twitter"
"562","2020-05-09","x1258909547160272898","SeducEdoMex",-1.55,"twitter"
"563","2020-05-09","x1258983793517461506","SnteNacional",0,"twitter"
"564","2020-05-09","x1259122181935706113","SSalud_mx",0,"twitter"
"565","2020-05-09","x1259014674214817792","Claudiashein",0,"twitter"
"566","2020-05-09","x1259251398031618048","sanchezcastejon",-0.5,"twitter"
"567","2020-05-09","x1259236096233349123","Tunomandas",0,"twitter"
"568","2020-05-09","x1258951679162146818","YalitzaAparicio",0,"twitter"
"569","2020-05-09","x1259271683019542532","estherpalomera",0,"twitter"
"570","2020-05-09","x1259258489551101954","janogarcia_",-0.75,"twitter"
"571","2020-05-09","x1259235059661443074","SaludPublicaEs",0.25,"twitter"
"572","2020-05-09","x1259268101725728769","luisgonzaloprz",-0.25,"twitter"
"573","2020-05-09","x1259271389678354433","Ruiz_Noticias",0,"twitter"
"574","2020-05-09","x1259271832777240576","pablom_m",-1,"twitter"
"575","2020-05-09","x1259226888045826048","HLGatell",0,"twitter"
"576","2020-05-09","x1259061386312892417","Ponte_Pila",0,"twitter"
"577","2020-05-09","x1259271709326221312","izanotg",0,"twitter"
"578","2020-05-09","x1259243015102697475","Edomex",0.8,"twitter"
"579","2020-05-09","x1259137708452167682","eldiarioes",0,"twitter"
"580","2020-05-09","x1259145260539817984","antonlosada",-0.25,"twitter"
"581","2020-05-09","x1259185371839172608","MazzoleniJulio",0,"twitter"
"582","2020-05-09","x1259137740794462209","el_pais",-0.25,"twitter"
"583","2020-05-09","x1258950944949231616","alfredodelmazo",0,"twitter"
"584","2020-05-09","x1258914182487060480","ibonpereztv",0,"twitter"
"585","2020-04-10","x1248743683526025216","lopezobrador_",0,"twitter"
"586","2020-04-10","x1248596772622139392","SaludPublicaEs",0,"twitter"
"587","2020-04-10","x1248633658761756678","gelhzz",0,"twitter"
"588","2020-04-10","x1248668473452085250","crpandemonium",-0.75,"twitter"
"589","2020-04-10","x1248654286806044673","IdiazAyuso",0,"twitter"
"590","2020-04-10","x1248742701207560193","iescolar",-0.25,"twitter"
"591","2020-04-10","x1248654708530647045","dubbcn",-1,"twitter"
"592","2020-04-10","x1248710149566541825","elmundoes",-0.8,"twitter"
"593","2020-04-10","x1248762596066377728","ActualidadRT",0,"twitter"
"594","2020-04-10","x1248762571924135937","davidrubin",0.4,"twitter"
"595","2020-04-10","x1248722082122420226","desdelamoncloa",-0.25,"twitter"
"596","2020-04-10","x1248536382739546117","eldiarioes",0,"twitter"
"597","2020-04-10","x1248615749733584901","sanidadgob",0,"twitter"
"598","2020-04-10","x1248762226825142272","MalditoDato",0,"twitter"
"599","2020-04-10","x1248682511590404097","pablocasado_",0,"twitter"
"600","2020-04-10","x1248707414855163905","Xuxipc",0,"twitter"
"601","2020-04-10","x1248761617447292930","Tonicanto1",-0.25,"twitter"
"602","2020-04-10","x1248762602316009475","AFPespanol",-0.25,"twitter"
"603","2020-04-10","x1248762567864057856","matthewbennett",-0.6,"twitter"
"604","2020-04-10","x1248762683660402688","IPSParaguay",-0.25,"twitter"
"605","2020-04-10","x1248603566517800961","CNNEE",0,"twitter"
"606","2020-04-10","x1248698415602716674","SindicatoRiders",-1,"twitter"
"607","2020-04-10","x1248520340730302469","el_pais",0,"twitter"
"608","2020-04-10","x1248507649965953024","Gonza_ic11",0,"twitter"
"609","2020-04-10","x1248698444023291904","Superchango3",0,"twitter"
"610","2020-05-10","x1259634164736954370","Parisa10535518",-0.25,"twitter"
"611","2020-05-10","x1259481675672825856","GuajeSalvaje",0,"twitter"
"612","2020-05-10","x1259577865248661505","nayibbukele",-0.25,"twitter"
"613","2020-05-10","x1259569472563806218","edugaresp",0,"twitter"
"614","2020-05-10","x1259339987209740289","Ricar_peralta",-0.25,"twitter"
"615","2020-05-10","x1259501683211722760","eldiarioes",0,"twitter"
"616","2020-05-10","x1259596444761296903","vox_es",0.6,"twitter"
"617","2020-05-10","x1259632747544444929","GirautaOficial",0.35,"twitter"
"618","2020-05-10","x1259632683434389504","ActualidadRT",0,"twitter"
"619","2020-05-10","x1259429211145736192","tgarciaramon",-0.35,"twitter"
"620","2020-05-10","x1259634215299268609","A3Noticias",0,"twitter"
"621","2020-05-10","x1259632432183214081","elmundoes",-0.75,"twitter"
"622","2020-05-10","x1259324421954850816","Edomex",0.8,"twitter"
"623","2020-05-10","x1259517170092052480","EuprepioPadula",-0.25,"twitter"
"624","2020-05-10","x1259456564945129472","mariolinalina",0,"twitter"
"625","2020-05-10","x1259320362115923978","psiclinicamv",-0.25,"twitter"
"626","2020-05-10","x1259429207148580864","miguelpr83",0,"twitter"
"627","2020-05-10","x1259634135112523778","FrayJosepho",0,"twitter"
"628","2020-05-10","x1259380467737989120","HLGatell",-0.5,"twitter"
"629","2020-05-10","x1259313462070652930","MazzoleniJulio",0,"twitter"
"630","2020-05-10","x1259633662116663299","el_pais",-0.25,"twitter"
"631","2020-05-10","x1259405871844667392","janogarcia_",-0.75,"twitter"
"632","2020-05-10","x1259458217039605762","izkia",0.6,"twitter"
"633","2020-05-10","x1259496248199000072","ibonpereztv",0,"twitter"
"634","2020-05-10","x1259626850567032832","alfredodelmazo",0,"twitter"
"635","2020-04-11","x1248810549560958987","DaniBordas",0,"twitter"
"636","2020-04-11","x1249124838272368641","realmadrid",0,"twitter"
"637","2020-04-11","x1249111338049142784","matthewbennett",-0.6,"twitter"
"638","2020-04-11","x1248909961968705537","iescolar",0,"twitter"
"639","2020-04-11","x1249004135074148352","CristinaSegui_",0,"twitter"
"640","2020-04-11","x1249125040999804929","IdiazAyuso",0,"twitter"
"641","2020-04-11","x1249124774758043650","Minsa_Peru",0,"twitter"
"642","2020-04-11","x1249125040911790082","ClaudiaLopez",0.6,"twitter"
"643","2020-04-11","x1249124992455004160","CanoPili",0,"twitter"
"644","2020-04-11","x1249058747626008581","Matador000",0,"twitter"
"645","2020-04-11","x1248951860456808449","AFPespanol",-0.25,"twitter"
"646","2020-04-11","x1248966581335601152","MazzoleniJulio",-0.25,"twitter"
"647","2020-04-11","x1249119146614407169","gallifantes",-0.25,"twitter"
"648","2020-04-11","x1249124908996743168","gelhzz",0,"twitter"
"649","2020-04-11","x1249039271673180161","ActualidadRT",0,"twitter"
"650","2020-04-11","x1248913272834842625","Superchango3",0,"twitter"
"651","2020-04-11","x1249108609092341760","desdelamoncloa",0,"twitter"
"652","2020-04-11","x1248941448583696385","sanidadgob",0,"twitter"
"653","2020-04-11","x1249124953208872960","lavecinarubia",-0.25,"twitter"
"654","2020-04-11","x1249071245234245637","eldiarioes",-0.8,"twitter"
"655","2020-04-11","x1249124883474395137","abc_es",0,"twitter"
"656","2020-04-11","x1248867990164160512","CNNEE",0,"twitter"
"657","2020-04-11","x1248866874030460928","IcuTrainNurse",-0.25,"twitter"
"658","2020-04-11","x1249116726840692736","el_pais",0,"twitter"
"659","2020-04-11","x1248776814786490368","Gonza_ic11",0,"twitter"
"660","2020-05-11","x1259960327602491392","SnteNacional",0,"twitter"
"661","2020-05-11","x1259869983422713857","okdiario",0,"twitter"
"662","2020-05-11","x1259994734615040000","migsebastiang",0,"twitter"
"663","2020-05-11","x1259976474452426753","Tunomandas",0,"twitter"
"664","2020-05-11","x1259804381089869825","MTineo01",0,"twitter"
"665","2020-05-11","x1259996663525117952","almuariza",0,"twitter"
"666","2020-05-11","x1259980850978009093","janogarcia_",-0.75,"twitter"
"667","2020-05-11","x1259833603388817408","sanidadgob",0,"twitter"
"668","2020-05-11","x1259685048409710593","trinomonero",0,"twitter"
"669","2020-05-11","x1259647248918630405","JesusCintora",0,"twitter"
"670","2020-05-11","x1259842584475820033","GuajeSalvaje",0,"twitter"
"671","2020-05-11","x1259996673272659975","AsktoMandrake",0.6,"twitter"
"672","2020-05-11","x1259856600191438848","miguelpr83",-0.5,"twitter"
"673","2020-05-11","x1259839693597835264","ldpsincomplejos",-0.5,"twitter"
"674","2020-05-11","x1259996708643262469","DonIzquierdo_",0,"twitter"
"675","2020-05-11","x1259996504049225730","T_FashionVictim",0,"twitter"
"676","2020-05-11","x1259995955140661256","alfredodelmazo",0,"twitter"
"677","2020-05-11","x1259790219756404738","Santi_ABASCAL",0,"twitter"
"678","2020-05-11","x1259890272437239812","Edomex",0.8,"twitter"
"679","2020-05-11","x1259996624534884352","abc_es",0.8,"twitter"
"680","2020-05-11","x1259931861737930753","el_pais",-0.25,"twitter"
"681","2020-05-11","x1259993046252429312","nayibbukele",0,"twitter"
"682","2020-05-11","x1259972580066439168","MazzoleniJulio",-0.75,"twitter"
"683","2020-05-11","x1259947732430700550","lavecinarubia",-0.75,"twitter"
"684","2020-05-11","x1259895789230477315","eldiarioes",0,"twitter"
"685","2020-04-12","x1249487166486523905","phgaarc",0,"twitter"
"686","2020-04-12","x1249444710290264064","guillesequera",0,"twitter"
"687","2020-04-12","x1249226474625863682","realmadrid",0,"twitter"
"688","2020-04-12","x1249368697850003456","jmdelalamo",0,"twitter"
"689","2020-04-12","x1249484504630210569","abc_es",0,"twitter"
"690","2020-04-12","x1249487338943574017","gabyarocha",-1.5,"twitter"
"691","2020-04-12","x1249487446724816897","Claudiashein",0,"twitter"
"692","2020-04-12","x1249410051632181250","FonsiLoaiza",-0.25,"twitter"
"693","2020-04-12","x1249224469597638656","lavecinarubia",-0.25,"twitter"
"694","2020-04-12","x1249453326401503243","sanidadgob",0,"twitter"
"695","2020-04-12","x1249135135255117824","ActualidadRT",-0.25,"twitter"
"696","2020-04-12","x1249334067914473476","rafamuniz93",0,"twitter"
"697","2020-04-12","x1249302241942609920","luciiabordass",0,"twitter"
"698","2020-04-12","x1249464587998593032","SENANPanama",-0.25,"twitter"
"699","2020-04-12","x1249486383288389632","GuajeSalvaje",-0.25,"twitter"
"700","2020-04-12","x1249479919983353856","desdelamoncloa",0,"twitter"
"701","2020-04-12","x1249368877919862790","Pamelavilchez27",0.75,"twitter"
"702","2020-04-12","x1249480812585771009","Manuelesky_",0,"twitter"
"703","2020-04-12","x1249423750287761409","sanchezcastejon",-0.25,"twitter"
"704","2020-04-12","x1249487268567367681","pablom_m",-0.75,"twitter"
"705","2020-04-12","x1249487393461284874","gabrielrufian",0,"twitter"
"706","2020-04-12","x1249361107413803008","el_pais",0,"twitter"
"707","2020-04-12","x1249487193112039424","IcuTrainNurse",-0.25,"twitter"
"708","2020-04-12","x1249487454635200513","Julietapasader1",-0.4,"twitter"
"709","2020-04-12","x1249399438038228996","Edomex",0.8,"twitter"
"710","2020-05-12","x1260187000596049921","MTineo01",0,"twitter"
"711","2020-05-12","x1260309492597694468","SeducEdoMex",-1.55,"twitter"
"712","2020-05-12","x1260349706280058881","sanidadgob",0,"twitter"
"713","2020-05-12","x1260283988096225281","nayibbukele",0,"twitter"
"714","2020-05-12","x1260189503332986885","JesusCintora",-0.5,"twitter"
"715","2020-05-12","x1260358155898404865","Sayo_cab75",0,"twitter"
"716","2020-05-12","x1260334371904671745","ibepacheco",0,"twitter"
"717","2020-05-12","x1260296140500672513","libertaddigital",-0.75,"twitter"
"718","2020-05-12","x1260358643557502977","omarfayad",0.6,"twitter"
"719","2020-05-12","x1260227189636763656","pnique",-0.25,"twitter"
"720","2020-05-12","x1260132487226961920","lavecinarubia",-0.75,"twitter"
"721","2020-05-12","x1260280137272172544","JoaquimBoschGra",0,"twitter"
"722","2020-05-12","x1260358981870116866","okdiario",-0.25,"twitter"
"723","2020-05-12","x1260143077638930433","EFEnoticias",0.4,"twitter"
"724","2020-05-12","x1260358303953158145","FonsiLoaiza",-1,"twitter"
"725","2020-05-12","x1260075811601776640","Ponte_Pila",0,"twitter"
"726","2020-05-12","x1260004804417523712","alfredodelmazo",0,"twitter"
"727","2020-05-12","x1260175678135250944","eldiarioes",0,"twitter"
"728","2020-05-12","x1260269533736194048","MazzoleniJulio",0,"twitter"
"729","2020-05-12","x1260330008901541888","epigmenioibarra",0,"twitter"
"730","2020-05-12","x1260358670141009925","carlesenric",0,"twitter"
"731","2020-05-12","x1260174394883739649","el_pais",-0.25,"twitter"
"732","2020-05-12","x1260298697725763585","Edomex",0.8,"twitter"
"733","2020-05-12","x1260207565134336000","pablom_m",0,"twitter"
"734","2020-05-12","x1260321886191390722","abc_es",0,"twitter"
"735","2020-04-13","x1249848187868905472","dw_espanol",0,"twitter"
"736","2020-04-13","x1249730476870426631","Isirpal",-0.75,"twitter"
"737","2020-04-13","x1249847190966673413","ElAguijon_",0,"twitter"
"738","2020-04-13","x1249644540790812672","policia",0,"twitter"
"739","2020-04-13","x1249835411444305920","desdelamoncloa",0,"twitter"
"740","2020-04-13","x1249816176957501447","SaludPublicaEs",0,"twitter"
"741","2020-04-13","x1249849515315781632","alcaldeledezma",-0.75,"twitter"
