"","X","status_id","text","user_id","screen_name","followers_count","is_retweet","retweet_count","retweet_status_id","retweet_text","retweet_user_id","retweet_screen_name","retweet_retweet_count","mentions_user_id","mentions_screen_name","media_type","media_url","urls_url","created_at","indegree","text.clean","text.lem","polarity","sentiment.anger","sentiment.anticipation","sentiment.disgust","sentiment.fear","sentiment.joy","sentiment.sadness","sentiment.surprise","sentiment.trust","sentiment.negative","sentiment.positive"
"1",644068,"x1245497648863469568","Ayer en España murió por #coronavirus una persona cada dos minutos.
Que nadie me pida que me calle porque no lo voy a hacer.","x1164293845733060610","JClintEastwood",33,TRUE,4056,"x1244241496573870081","Ayer en España murió por #coronavirus una persona cada dos minutos.
Que nadie me pida que me calle porque no lo voy a hacer.","x65858141","jaimeberenguer",4056,"x65858141","jaimeberenguer","","","","2020-04-01",1840,"ayer en espana murio por coronavirus una persona cada dos minutos
que nadie me pida que me calle porque no lo voy a hacer","ayer en espano murio por coronavirus uno persona cada dos minuto que nadie yo pedir que yo calle porque no él ir a hacer",0,0,0,0,0,0,0,0,0,0,1
"2",118165,"x1245484565654880258","Un día más es un día menos. Gracias al esfuerzo de todos y todas venceremos al #COVID19. Somos un gran país, una sociedad unida y solidaria que estos días está mostrando lo mejor de sí misma. No bajemos la guardia, sigamos adelante, lo vamos a conseguir. #EsteVirusLoParamosUnidos https://t.co/ZiPK1YKyom","x1707552476","emiliagon10",945,TRUE,2327,"x1245424848110792712","Un d<U+00ED>a m<U+00E1>s es un d<U+00ED>a menos. Gracias al esfuerzo de todos y todas venceremos al #COVID19. Somos un gran pa<U+00ED>s, una sociedad unida y solidaria que estos d<U+00ED>as est<U+00E1> mostrando lo mejor de s<U+00ED> misma. No bajemos la guardia, sigamos adelante, lo vamos a conseguir. #EsteVirusLoParamosUnidos https://t.co/ZiPK1YKyom","x68740712","sanchezcastejon",2327,"x68740712","sanchezcastejon","","","","2020-04-01",1862,"un dia mas es un dia menos gracias al esfuerzo de todos y todas venceremos al covid somos un gran pais una sociedad unida y solidaria que estos dias esta mostrando lo mejor de si misma no bajemos la guardia sigamos adelante lo vamos a conseguir estevirusloparamosunidos ","uno dia mas ser uno dia menos gracia NA a el esfuerzo de todo y todo vencer NA a el covid ser uno gran pais uno sociedad unido y solidario que este dia estar mostrar él mejor de si mismo no bajer el guardia sigar adelante él ir a conseguir estevirusloparamosunido",0,0,0,0,1,0,0,0,2,0,7
"3",694769,"x1245329138162032642","Fallecidos con coronavirus, por países:

F4CC Italia: 4.825
F4CC China: 3.261
F4CC Irán: 1.556
F4CC España: 1.422
F4CC Francia: 450
F4CC EE UU: 267
F4CC Reino Unido: 177
F4CC Países Bajos: 136
F4CC Corea del Sur: 102
F4CC Alemania: 72
F4CC Japón: 36 https://t.co/akS6W1Slgz","x2913098872","vasquezlopezv",80,TRUE,2322,"x1241642500454039553","Fallecidos con coronavirus, por países:

<U+0001F4CC> Italia: 4.825
<U+0001F4CC> China: 3.261
<U+0001F4CC> Irán: 1.556
<U+0001F4CC> España: 1.422
<U+0001F4CC> Francia: 450
<U+0001F4CC> EE UU: 267
<U+0001F4CC> Reino Unido: 177
<U+0001F4CC> Países Bajos: 136
<U+0001F4CC> Corea del Sur: 102
<U+0001F4CC> Alemania: 72
<U+0001F4CC> Japón: 36 https://t.co/akS6W1Slgz","x7996082","el_pais",2322,"x7996082","el_pais","","","","2020-04-01",1907,"fallecidos con coronavirus por paises fcc italia 
fcc china 
fcc iran 
fcc espana 
fcc francia 
fcc ee uu 
fcc reino unido 
fcc paises bajos 
fcc corea del sur 
fcc alemania 
fcc japon  ","fallecido con coronavirus por pais fcc italia fcc china fcc ir fcc espano fcc francia fcc ee uu fcc reino unido fcc pais bajo fcc coreo NA de el sur fcc alemania fcc japon",-0.25,0,0,0,0,0,1,0,1,1,2
"4",196048,"x1245495555108884480","Conoce a los expertos que atienden la emergencia sanitaria: cuentan con años de experiencia, especialidades, doctorados y reconocimientos internacionales. #QuédateEnCasa #MéxicoSolidario https://t.co/Il8vYJxnUQ","x192981797","HNU2010",144,TRUE,3207,"x1245377672169086978","Conoce a los expertos que atienden la emergencia sanitaria: cuentan con a<U+00F1>os de experiencia, especialidades, doctorados y reconocimientos internacionales. #Qu<U+00E9>dateEnCasa #M<U+00E9>xicoSolidario https://t.co/Il8vYJxnUQ","x994266261306597376","BeatrizGMuller",3207,"x994266261306597376","BeatrizGMuller","","","","2020-04-01",1962,"conoce a los expertos que atienden la emergencia sanitaria cuentan con anos de experiencia especialidades doctorados y reconocimientos internacionales quedateencasa mexicosolidario ","conocer a el experto que atender el emergencia sanitario contar con ano de experiencia especialidad doctorado y reconocimiento internacional quedateencasar mexicosolidario",-0.25,0,0,0,1,0,1,1,2,1,5
"5",643567,"x1245495088844886016","Dijeron que era mentira, que el avión no llegaría. Pero hoy ha llegado el primer cargamento de material sanitario que adquirió la Comunidad de Madrid hace unos días. 

Para nosotros, los sanitarios son lo primero

#QueNoMientan 

https://t.co/xqVYWODV8p","x848262872023142401","Josef1564",952,TRUE,2435,"x1245288967769128961","Dijeron que era mentira, que el avión no llegaría. Pero hoy ha llegado el primer cargamento de material sanitario que adquirió la Comunidad de Madrid hace unos días. 

Para nosotros, los sanitarios son lo primero

#QueNoMientan 

https://t.co/xqVYWODV8p","x18979745","ppmadrid",2435,"x18979745","ppmadrid","","","","2020-04-01",1996,"dijeron que era mentira que el avion no llegaria pero hoy ha llegado el primer cargamento de material sanitario que adquirio la comunidad de madrid hace unos dias para nosotros los sanitarios son lo primero quenomientan ","decir que ser mentira que el avion no llegario pero hoy haber llegar el primero cargamento de material sanitario que adquirio el comunidad de madrid hacer uno dia para yo el sanitario ser él primero quenomientar",0,2,1,1,0,0,1,0,0,2,3
"6",183697,"x1245224594379649024","Estas son las nuevas medidas adoptadas por el Gobierno para combatir la crisis sanitaria y social ante el #COVID19 que ha anunciado hoy el presidente del Gobierno, @sanchezcastejon: ⤵️

#EsteVirusLoParamosUnidos https://t.co/5gducQEGXm","x2324064985","BOrozco13",206,TRUE,763,"x1241755131261136896","Estas son las nuevas medidas adoptadas por el Gobierno para combatir la crisis sanitaria y social ante el #COVID19 que ha anunciado hoy el presidente del Gobierno, @sanchezcastejon: <U+2935><U+FE0F>

#EsteVirusLoParamosUnidos https://t.co/5gducQEGXm","x58417540","desdelamoncloa",763,"x58417540","desdelamoncloa","","","","2020-04-01",2006,"estas son las nuevas medidas adoptadas por el gobierno para combatir la crisis sanitaria y social ante el covid que ha anunciado hoy el presidente del gobierno   estevirusloparamosunidos ","este ser el nuevo medida adoptado por el gobierno para combatir el crisis sanitario y social ante el covid que haber anunciar hoy el presidente NA de el gobierno estevirusloparamosunido",-0.75,0,0,0,1,0,1,0,2,3,3
"7",129912,"x1245441282572529664","Al salir de casa para hacer compras de primera necesidad ten en cuenta:
F538Pueden ir quienes no presenten síntomas
F538Distancia mínima de 1-2 metros
F538Utiliza guantes de usar y tirar para elegir fruta y verdura
F538No te toques la cara 
F538Actúa con empatía
#EsteVirusLoParamosUnidos https://t.co/E9BqsIgU6l","x297956649","Rafa_Terreros",249,TRUE,3226,"x1240557208947081217","Al salir de casa para hacer compras de primera necesidad ten en cuenta:
<U+0001F538>Pueden ir quienes no presenten s<U+00ED>ntomas
<U+0001F538>Distancia m<U+00ED>nima de 1-2 metros
<U+0001F538>Utiliza guantes de usar y tirar para elegir fruta y verdura
<U+0001F538>No te toques la cara 
<U+0001F538>Act<U+00FA>a con empat<U+00ED>a
#EsteVirusLoParamosUnidos https://t.co/E9BqsIgU6l","x232124120","sanidadgob",3226,"x232124120","sanidadgob","","","","2020-04-01",2007,"al salir de casa para hacer compras de primera necesidad ten en cuenta
fpueden ir quienes no presenten sintomas
fdistancia minima de  metros
futiliza guantes de usar y tirar para elegir fruta y verdura
fno te toques la cara factua con empatia
estevirusloparamosunidos ","NA a el salir de casa para hacer compra de primero necesidad tar en contar fpuedar ir quien no presentar sintoma fdistancia minimo de metro futilizar guante de usar y tirar para elegir fruta y verdura fno tú toque el cara factuo con empatia estevirusloparamosunido",-0.25,0,2,0,0,0,2,0,1,0,3
"8",640842,"x1245155667188604930","Los asuntos claves de la epidemia no son contestadas por Duque

El confinamiento es muy poroso y evadible

No se atreven a frenar el pago de deudas ni arriendos

No hay pago estatal de servicios públicos 

No hay compra de UCIs y ayudas respiratorias

No hay comptñra de pruebas","x2885316700","_Alexander_97",241,TRUE,3346,"x1242240465220616193","Los asuntos claves de la epidemia no son contestadas por Duque

El confinamiento es muy poroso y evadible

No se atreven a frenar el pago de deudas ni arriendos

No hay pago estatal de servicios p<U+00FA>blicos 

No hay compra de UCIs y ayudas respiratorias

No hay compt<U+00F1>ra de pruebas","x49849732","petrogustavo",3346,"x49849732","petrogustavo","","","","2020-04-01",2190,"los asuntos claves de la epidemia no son contestadas por duque el confinamiento es muy poroso y evadible no se atreven a frenar el pago de deudas ni arriendos no hay pago estatal de servicios publicos no hay compra de ucis y ayudas respiratorias no hay comptnra de pruebas","el asunto clave de el epidemia no ser contestado por duque el confinamiento ser mucho poroso y evadible no él atrver a frenar el pago de deuda ni arriendo no haber pago estatal de servicio publico no haber compra de uci y ayuda respiratorio no haber comptnra de prueba",0,2,1,1,2,0,3,1,1,4,3
"9",437317,"x1245264522631249920","Nuestros adultos mayores son los más vulnerables ante esta crisis, es importante tomar las medidas de prevención necesarias para el cuidado de su salud y bienestar. #EnEdoméxPrevenirEsSalud #QuédateEnCasa #Covid_19mx https://t.co/VqMWYbVKXF","x981693045262319620","Maribelblanco01",33,TRUE,12173,"x1242454874266058752","Nuestros adultos mayores son los m<U+00E1>s vulnerables ante esta crisis, es importante tomar las medidas de prevenci<U+00F3>n necesarias para el cuidado de su salud y bienestar. #EnEdom<U+00E9>xPrevenirEsSalud #Qu<U+00E9>dateEnCasa #Covid_19mx https://t.co/VqMWYbVKXF","x15946615","Edomex",12173,"x15946615","Edomex","","","","2020-04-01",2274,"nuestros adultos mayores son los mas vulnerables ante esta crisis es importante tomar las medidas de prevencion necesarias para el cuidado de su salud y bienestar enedomexpreveniressalud quedateencasa covidmx ","nuestro adulto mayor ser el mas vulnerable ante este crisis ser importante tomar el medida de prevencion necesario para el cuidado de su salud y bienestar enedomexpreveniressalud quedateencaso covidmx",-1.25,0,0,0,0,0,1,0,1,3,3
"10",66753,"x1245464749715972096","Otra jornada negra en Europa por el #COVID19

En España, el #coronavirus dejó 832 muertos en las últimas 24 horas. Es un nuevo récord. En Italia, hubo casi 1000 fallecidos. Ya son 600 mil los casos en todo el mundo, la mitad de ellos en el Viejo Continente.

#DWNoticias / lm https://t.co/teNLTzsNIm","x1121915734710464512","Pepe01447276",2817,TRUE,1805,"x1243873699436077058","Otra jornada negra en Europa por el #COVID19

En España, el #coronavirus dejó 832 muertos en las últimas 24 horas. Es un nuevo récord. En Italia, hubo casi 1000 fallecidos. Ya son 600 mil los casos en todo el mundo, la mitad de ellos en el Viejo Continente.

#DWNoticias / lm https://t.co/teNLTzsNIm","x6135622","dw_espanol",1805,"x6135622","dw_espanol","","","","2020-04-01",2338,"otra jornada negra en europa por el covid en espana el coronavirus dejo  muertos en las ultimas  horas es un nuevo record en italia hubo casi  fallecidos ya son  mil los casos en todo el mundo la mitad de ellos en el viejo continente dwnoticias  lm ","otro jornada negro en europa por el covid en espano el coronavirus dejar muerto en el ultima hora ser uno nuevo record en italia haber casi fallecido ya ser mil el caso en todo el mundo el mitad de él en el viejo continente dwnoticia lm",0,0,0,0,1,0,5,1,0,8,0
"11",686040,"x1245354379479265285","La respuesta de Portugal a Holanda por bloquear un plan europeo más ambicioso frente a los efectos económicos del coronavirus: ""Esa mezquindad recurrente amenaza el futuro de la UE"" https://t.co/HlKy9mmp6p","x524691009","AdrianSagra1",2290,TRUE,2590,"x1243459073040924673","La respuesta de Portugal a Holanda por bloquear un plan europeo más ambicioso frente a los efectos económicos del coronavirus: ""Esa mezquindad recurrente amenaza el futuro de la UE"" https://t.co/HlKy9mmp6p","x14436317","iescolar",2590,"x14436317","iescolar","","","","2020-04-01",2444,"la respuesta de portugal a holanda por bloquear un plan europeo mas ambicioso frente a los efectos economicos del coronavirus esa mezquindad recurrente amenaza el futuro de la ue ","el respuesta de portugal a holanda por bloquear uno plan europeo mas ambicioso frente a el efecto economico NA de el coronavirus ese mezquindad recurrente amenazar el futuro de el ue",0,1,4,0,1,1,0,0,1,1,1
"12",555316,"x1245436564550885384","Me encontré esto y wow, qué ganas de perrear cuando acabe el confinamientoF46F‍♀️ un día menos, ánimo F90D https://t.co/GLqUNKcDjP","x1240665067449958401","Shalomsaraaay",126,TRUE,5097,"x1245377400214601730","Me encontr<U+00E9> esto y wow, qu<U+00E9> ganas de perrear cuando acabe el confinamiento<U+0001F46F><U+200D><U+2640><U+FE0F> un d<U+00ED>a menos, <U+00E1>nimo <U+0001F90D> https://t.co/GLqUNKcDjP","x822205052433666049","esterexposiito",5097,"x822205052433666049","esterexposiito","","","","2020-04-01",2534,"me encontre esto y wow que ganas de perrear cuando acabe el confinamientoff un dia menos animo fd ","yo encontre este y wow que gana de perrear cuando acaber el confinamientoff uno dia menos animo fd",0.5,1,0,0,1,0,1,0,0,1,0
"13",484291,"x1245371107647074304","#YoMeQuedoEnCasa F973 https://t.co/fLzbs83eNE","x778288134740213760","mercedesiborra9",107,TRUE,3548,"x1245123786132905986","#YoMeQuedoEnCasa <U+0001F973> https://t.co/fLzbs83eNE","x2151166559","carmenlh7",3548,"x2151166559","carmenlh7","photo","http://pbs.twimg.com/ext_tw_video_thumb/1245123627927982081/pu/img/ikhZHjyXOVXB_a20.jpg","","2020-04-01",2569,"yomequedoencasa f ","yomequedoencasar f",0,0,0,0,0,0,0,0,0,0,0
"14",657424,"x1245439939615100928","Un informe de la UE revela que alertó en 10 ocasiones a España del peligro del coronavirus antes del 8-M https://t.co/h2gA7rYgs3","x1215665225455865858","vicente_233",209,TRUE,2252,"x1244492438141575169","Un informe de la UE revela que alertó en 10 ocasiones a España del peligro del coronavirus antes del 8-M https://t.co/h2gA7rYgs3","x3439292716","okdiario",2252,"x3439292716","okdiario","","","","2020-04-01",2694,"un informe de la ue revela que alerto en  ocasiones a espana del peligro del coronavirus antes del m ","uno informe de el ue revelar que alerto en ocasión a espano NA de el peligro NA de el coronavirus antes NA de el m",0,0,1,0,2,0,0,0,0,3,0
"15",555378,"x1245436434519113728","Los diputados andaluces de PP, PSOE, Cs y Vox rechazan bajarse el sueldo durante el confinamiento https://t.co/p59wsFJUyQ","x989079319","yolandavito",163,TRUE,4371,"x1245314718010609664","Los diputados andaluces de PP, PSOE, Cs y Vox rechazan bajarse el sueldo durante el confinamiento https://t.co/p59wsFJUyQ","x17676713","publico_es",4371,"x17676713","publico_es","","","publico.es/politica/lucha<U+2026>","2020-04-01",3085,"los diputados andaluces de pp psoe cs y vox rechazan bajarse el sueldo durante el confinamiento ","el diputado andaluz de pp psoe c y vox rechazar NA bajar él el sueldo durante el confinamiento",0,2,0,0,2,0,2,0,1,4,0
"16",108560,"x1245500913785151488","Mi héroe no es Messi, ni Cristiano ni nadie de estos grandes futbolistas. Mi heroina es mi hija, cos dos cojones peleando con el virus. #Covid_19 #covid19ESP https://t.co/pGzbp1tCJn","x4897668236","cecidasilvaf",10,TRUE,17800,"x1244701721470930944","Mi h<U+00E9>roe no es Messi, ni Cristiano ni nadie de estos grandes futbolistas. Mi heroina es mi hija, cos dos cojones peleando con el virus. #Covid_19 #covid19ESP https://t.co/pGzbp1tCJn","x245506392","jordi_fdez00",17800,"x245506392","jordi_fdez00","","","","2020-04-01",3290,"mi heroe no es messi ni cristiano ni nadie de estos grandes futbolistas mi heroina es mi hija cos dos cojones peleando con el virus covid covidesp ","mi heroe no ser messi ni cristiano ni nadie de este grande futbolista mi heroina ser mi hija co dos cojón pelear con el virus covid covidesp",-0.75,0,0,1,0,1,0,1,1,1,1
"17",186394,"x1245500954004393987","Informe #COVID19: hoy procesamos 68 muestras, 1 resultó positiva, del exterior. 4 pacientes internados, los restantes en sus casas en aislamiento. Total de casos: 65. #QuedateEnCasa @msaludpy https://t.co/rWB9D13ymt","x2519205262","crishtian48",351,TRUE,9263,"x1244795127605923841","Informe #COVID19: hoy procesamos 68 muestras, 1 result<U+00F3> positiva, del exterior. 4 pacientes internados, los restantes en sus casas en aislamiento. Total de casos: 65. #QuedateEnCasa @msaludpy https://t.co/rWB9D13ymt","x1030099481533014017","MazzoleniJulio",9263,"x1030099481533014017","MazzoleniJulio","","","","2020-04-01",3565,"informe covid hoy procesamos  muestras  resulto positiva del exterior  pacientes internados los restantes en sus casas en aislamiento total de casos  quedateencasa ","informar covid hoy procesar muestra resulto positivo NA de el exterior paciente internado el restante en su casa en aislamiento total de caso quedateencasar",0,0,1,1,2,0,2,0,2,3,2
"18",877814,"x1245490498153873408","Isabel Díaz Ayuso, la presidenta de la comunidad más rica de España, se encomienda a las donaciones privadas para hacer frente al coronavirus mientras perdona cada año mil millones de euros a los más ricos solo en el impuesto de patrimonio https://t.co/s7KG1KXqfS #COVID19 https://t.co/qKnCH4bL0n","x1244136308198592517","OrtegaviruSmith",7,TRUE,2626,"x1245334850518675456","Isabel Díaz Ayuso, la presidenta de la comunidad más rica de España, se encomienda a las donaciones privadas para hacer frente al coronavirus mientras perdona cada año mil millones de euros a los más ricos solo en el impuesto de patrimonio https://t.co/s7KG1KXqfS #COVID19 https://t.co/qKnCH4bL0n","x535707261","eldiarioes",2626,"x535707261","eldiarioes","","","","2020-04-01",3945,"isabel diaz ayuso la presidenta de la comunidad mas rica de espana se encomienda a las donaciones privadas para hacer frente al coronavirus mientras perdona cada ano mil millones de euros a los mas ricos solo en el impuesto de patrimonio ","isabel diaz ayoner el presidenta de el comunidad mas rico de espano él encomienda a el donación privado para hacer frente NA a el coronavirus mientras perdonar cada ano mil millón de euro a el mas rico solo en el impuesto de patrimonio",0,0,0,1,0,0,1,0,2,4,4
"19",118221,"x1245423749253513216","UN DÍA MÁS, UN DÍA MENOS.

F4AASomos responsables, no nos rendimos.
F64CMantenemos la confianza en nuestros sanitarios y seguimos las medidas establecidas.
F5D3 Porque estamos más cerca de lograrlo, juntas y juntos.

#EsteVirusLoParamosUnidos https://t.co/YCNFcxz42C","x137142571","Palopil",2247,TRUE,2424,"x1245108612936105986","UN D<U+00CD>A M<U+00C1>S, UN D<U+00CD>A MENOS.

<U+0001F4AA>Somos responsables, no nos rendimos.
<U+0001F64C>Mantenemos la confianza en nuestros sanitarios y seguimos las medidas establecidas.
<U+0001F5D3> Porque estamos m<U+00E1>s cerca de lograrlo, juntas y juntos.

#EsteVirusLoParamosUnidos https://t.co/YCNFcxz42C","x2821179496","SaludPublicaEs",2424,"x2821179496","SaludPublicaEs","","","","2020-04-01",4407,"un dia mas un dia menos faasomos responsables no nos rendimos
fcmantenemos la confianza en nuestros sanitarios y seguimos las medidas establecidas
fd porque estamos mas cerca de lograrlo juntas y juntos estevirusloparamosunidos ","uno dia mas uno dia menos faaser responsable no yo rendir fcmantener el confianza en nuestro sanitario y seguir el medida establecido fd porque estar ma cerca de NA lograr él junto y junto estevirusloparamosunido",0,0,0,0,1,4,0,0,6,0,7
"20",555713,"x1245435763359125504","Ya estamos notando en los hospitales el impacto de las medidas de confinamiento para frenar la transmisión. En el Hospital Infanta Leonor se aplana la curva y hay mucha menos saturación en la urgencia y en planta. Empezamos a respirar!!! Gracias por quedarte en casa!!!","x126616801","zuazua13",491,TRUE,29550,"x1245429035129352193","Ya estamos notando en los hospitales el impacto de las medidas de confinamiento para frenar la transmisi<U+00F3>n. En el Hospital Infanta Leonor se aplana la curva y hay mucha menos saturaci<U+00F3>n en la urgencia y en planta. Empezamos a respirar!!! Gracias por quedarte en casa!!!","x3003632896","evajgb",29550,"x3003632896","evajgb","","","","2020-04-01",4488,"ya estamos notando en los hospitales el impacto de las medidas de confinamiento para frenar la transmision en el hospital infanta leonor se aplana la curva y hay mucha menos saturacion en la urgencia y en planta empezamos a respirar gracias por quedarte en casa","ya estar notar en el hospital el impacto de el medida de confinamiento para frenar el transmision en el hospital infantar leonor él aplano el curva y haber mucho menos saturacion en el urgencia y en planta empezar a respirar gracia por quedarte en casa",0,1,1,0,3,0,2,1,1,1,2
"21",879482,"x1245469297197137921","Mañana llegan a España 50.000 test de COVID19 comprometidos por el presidente de @AlibabaGroup Jack Ma en una nueva conversación con el Rey; en unos días se recibirán 100 respiradores y material de protección. Gracias también al presidente @Huawei por enviar un millón mascarillas","x2792933657","carde2014",934,TRUE,10196,"x1242460614137729026","Mañana llegan a España 50.000 test de COVID19 comprometidos por el presidente de @AlibabaGroup Jack Ma en una nueva conversación con el Rey; en unos días se recibirán 100 respiradores y material de protección. Gracias también al presidente @Huawei por enviar un millón mascarillas","x2497155462","CasaReal",10196,"x2497155462 x2694564780","CasaReal AlibabaGroup","","","","2020-04-01",4546,"manana llegan a espana  test de covid comprometidos por el presidente de jack ma en una nueva conversacion con el rey en unos dias se recibiran  respiradores y material de proteccion gracias tambien al presidente por enviar un millon mascarillas","manana llegar a espano test de covid comprometido por el presidente de jack ma en uno nuevo conversacion con el rey en uno dia él recibirar respirador y material de proteccion gracia tambien NA a el presidente por enviar uno millon mascarilla",-0.25,0,1,0,0,0,0,0,3,0,5
"22",183655,"x1245225368937811968","Por favor, RT

Estas son las acciones permitidas durante el estado de alarma respecto a sacar a pasear perros y alimentación de otros animales

#EsteVirusLoParamosUnidos #WeLoveAnimals #COVIDー19 https://t.co/j3Jtjcs2KX","x1339845530","sarri79",32,TRUE,8288,"x1239237065860091906","Por favor, RT

Estas son las acciones permitidas durante el estado de alarma respecto a sacar a pasear perros y alimentaci<U+00F3>n de otros animales

#EsteVirusLoParamosUnidos #WeLoveAnimals #COVID<U+30FC>19 https://t.co/j3Jtjcs2KX","x23791197","policia",8288,"x23791197","policia","","","","2020-04-01",4591,"por favor rt estas son las acciones permitidas durante el estado de alarma respecto a sacar a pasear perros y alimentacion de otros animales estevirusloparamosunidos weloveanimals covid ","por favor rt este ser el acción permitido durante el estado de alarma respecto a sacar a pasear perro y alimentacion de otro animal estevirusloparamosunido weloveanimals covid",0.6,0,0,0,1,0,0,1,0,1,1
"23",161748,"x1245300984399704064","F3DB @sanchezcastejon Cuando salgamos de esta, tendrán mucho tiempo para hacer oposición al gobierno.

Entonces me defenderé. Pero ahora no voy a perder ni un minuto en defenderme, porque necesito todas las fuerzas para combatir al virus.

#EsteVirusLoParamosUnidos 
#Pleno https://t.co/6ARPKJvzqO","x1244259487936131072","havuelto1",227,TRUE,654,"x1242967111162617866","<U+0001F3DB> @sanchezcastejon Cuando salgamos de esta, tendr<U+00E1>n mucho tiempo para hacer oposici<U+00F3>n al gobierno.

Entonces me defender<U+00E9>. Pero ahora no voy a perder ni un minuto en defenderme, porque necesito todas las fuerzas para combatir al virus.

#EsteVirusLoParamosUnidos 
#Pleno https://t.co/6ARPKJvzqO","x50982086","PSOE",654,"x50982086 x68740712","PSOE sanchezcastejon","","","","2020-04-01",5003,"fdb cuando salgamos de esta tendran mucho tiempo para hacer oposicion al gobierno entonces me defendere pero ahora no voy a perder ni un minuto en defenderme porque necesito todas las fuerzas para combatir al virus estevirusloparamosunidos pleno ","fdb cuando salgar de este tendrar mucho tiempo para hacer oposicion NA a el gobierno entonces yo defenderar pero ahora no ir a perder ni uno minuto en NA defender yo porque necesitar todo el fuerza para combatir NA a el virus estevirusloparamosunido pleno",0.25,4,1,2,5,0,4,1,1,7,3
"24",609463,"x1245260148005797888","Su mujer da dos veces positivo, él se salta la cuarentena día sí y día también para poder hacer sus ruedas de prensa en Moncloa y nos viene a contar que lo que hay que hacer es respetar el confinamiento. Sin que se le caiga la cara de vergüenza ni nada.
https://t.co/wju4plp4YN","x1162838845","rosapitufaC",752,TRUE,8369,"x1245042336196935682","Su mujer da dos veces positivo, <U+00E9>l se salta la cuarentena d<U+00ED>a s<U+00ED> y d<U+00ED>a tambi<U+00E9>n para poder hacer sus ruedas de prensa en Moncloa y nos viene a contar que lo que hay que hacer es respetar el confinamiento. Sin que se le caiga la cara de verg<U+00FC>enza ni nada.
https://t.co/wju4plp4YN","x60855010","FroilLannister",8369,"x60855010","FroilLannister","","","","2020-04-01",5318,"su mujer da dos veces positivo el se salta la cuarentena dia si y dia tambien para poder hacer sus ruedas de prensa en moncloa y nos viene a contar que lo que hay que hacer es respetar el confinamiento sin que se le caiga la cara de vergenza ni nada
","su mujer dar dos vez positivo el él saltar el cuarenteno dia si y diar tambien para poder hacer su rueda de prensa en moncloa y yo venir a contar que él que haber que hacer ser respetar el confinamiento sin que él él caer el cara de vergenza ni nada",-0.75,1,0,0,1,1,3,0,1,4,3
"25",376329,"x1245355739301855237","A veces nos olvidamos que vamos tan tapadas que a los pacientes les resulta imposible saber quién es quién, a quien le ha pedido o preguntado algo y eso puede generar desconcierto y ansiedad. Asique si una idea parece estúpida pero funciona, no es tan estúpida. #quedateencasa https://t.co/YYhed8zym9","x182709548","carlostaxi91",576,TRUE,18383,"x1244733066599370752","A veces nos olvidamos que vamos tan tapadas que a los pacientes les resulta imposible saber qui<U+00E9>n es qui<U+00E9>n, a quien le ha pedido o preguntado algo y eso puede generar desconcierto y ansiedad. Asique si una idea parece est<U+00FA>pida pero funciona, no es tan est<U+00FA>pida. #quedateencasa https://t.co/YYhed8zym9","x183959916","ZaraaSimon",18383,"x183959916","ZaraaSimon","","","","2020-04-01",14582,"a veces nos olvidamos que vamos tan tapadas que a los pacientes les resulta imposible saber quien es quien a quien le ha pedido o preguntado algo y eso puede generar desconcierto y ansiedad asique si una idea parece estupida pero funciona no es tan estupida quedateencasa ","a vez yo olvidar que ir tanto tapada que a el paciente él resultar imposible saber quien ser quien a quien él haber pedir o preguntar algo y ese poder generar desconcierto y ansiedad asicar si uno idea parecer estupido pero funciona no ser tanto estupido quedateencasar",-0.25,1,2,0,2,0,2,1,0,2,1
"26",14308,"x1256347425247133696","Agentes de la @policia han sancionado a una persona por salir a ""pasear"" a sus peces por la calle. Los agentes le avistaron en  #Logro\u00F1o portando una pecera en contra de lo estipulado en el RD del Estado de Alarma.
 
#EsteVirusLoParamosUnidos https://t.co/lOFVnDX6Fi","x1163928511","BETTYESGENIAL",133,TRUE,3365,"x1253594777418776577","Agentes de la @policia han sancionado a una persona por salir a ""pasear"" a sus peces por la calle. Los agentes le avistaron en  #Logro<U+00F1>o portando una pecera en contra de lo estipulado en el RD del Estado de Alarma.
 
#EsteVirusLoParamosUnidos https://t.co/lOFVnDX6Fi","x23791197","policia",3365,"x23791197 x23791197","policia policia","","","","2020-05-01",1620,"agentes de la han sancionado a una persona por salir a pasear a sus peces por la calle los agentes le avistaron en logroufo portando una pecera en contra de lo estipulado en el rd del estado de alarma estevirusloparamosunidos ","agente de él haber sancionar a uno persona por salir a pasear a su pez por el calle el agente él avistar en logroufo portar uno pecera en contra de él estipulado en el rd NA de el estado de alarma estevirusloparamosunido",0,0,1,0,1,0,1,1,0,1,1
